epoch,lr,loss_trn,loss_val,err_trn,err_val,ntrn,n_val,L,D,W
,,45.4985508190117,45.97102275491456,0.6765606055842008,0.6827103235943632,2048,512,1,,
,,34.06738156175026,34.438048699286995,0.48054593813616253,0.4808177657266902,2048,512,2,,
,,29.943046451767238,29.78206082464208,0.4217890115519039,0.4177750137381814,2048,512,3,,
,,26.244683105352742,25.930089148139658,0.3686063343838709,0.360618445854842,2048,512,4,,
,,22.78749056194232,22.934013560231897,0.3268124222378924,0.3226694026797762,2048,512,5,,
,,19.467057096475124,19.283412388556755,0.2869293153230551,0.28020744119917296,2048,512,6,,
,,16.51114732809234,16.323304317722126,0.2425669931021608,0.23679667668001528,2048,512,7,,
,,14.146500094889262,13.982006990942974,0.20640882387189413,0.2010037282619116,2048,512,8,,
,,12.270297385204865,12.153216623053714,0.17840391186667648,0.17400274441437177,2048,512,9,,
,,10.536765827563443,10.484343850222963,0.15120423625860063,0.14828560475166047,2048,512,10,,
,,8.868084435715424,8.888319385147259,0.1285680411323231,0.1260943836908568,2048,512,11,,
,,7.316107951546712,7.250246607321955,0.10792160395948686,0.1049277182581021,2048,512,12,,
,,6.225248926134855,6.171801526786307,0.09108629223817888,0.08856223407615876,2048,512,13,,
,,5.285874293448564,5.313339492248355,0.07758185449053587,0.07614727799294865,2048,512,14,,
,,4.3795818476586925,4.393934495640457,0.06479981081085424,0.06325735516571132,2048,512,15,,
,,3.589388232690606,3.577762278746265,0.05286270875558249,0.05143382788109463,2048,512,16,,
,,3.019243883449446,3.0237892010864234,0.04496233716010986,0.043977153851763776,2048,512,17,,
,,2.478105047397016,2.442964019877097,0.03700102543486826,0.03517398470513866,2048,512,18,,
,,1.9659211407743833,1.9447348254048717,0.02921661390286858,0.027916858685352413,2048,512,19,,
,,1.5951347363981476,1.565950346216285,0.023672101780368292,0.022542033391988233,2048,512,20,,
,,1.2566477488239944,1.2299796022367109,0.018712316672106884,0.017805232156712467,2048,512,21,,
,,0.9595198513570307,0.9304353454221372,0.014277763716997747,0.013462052674835755,2048,512,22,,
,,0.7635756775549779,0.7479396613740698,0.01139416519424542,0.010933818710003707,2048,512,23,,
,,0.5914019853537416,0.5781324224451525,0.008843156232037547,0.00844329052501847,2048,512,24,,
,,0.4358893811425608,0.4232195578588465,0.006538358601020697,0.006254649002977579,2048,512,25,,
,,0.3036288488508213,0.2846306613312945,0.004516559457636699,0.004204474143353312,2048,512,26,,
,,0.22414092098504734,0.20567553862407129,0.0033610679428103443,0.003130790181337269,2048,512,27,,
,,0.1602028762914929,0.14669925517359117,0.002398192489700747,0.0022237695111513066,2048,512,28,,
,,0.11465277387622742,0.10901297364198703,0.0017156248606072573,0.0016248591966022004,2048,512,29,,
,,0.08052681011084556,0.076301462384331,0.0011985834088597408,0.0011245671305623408,2048,512,30,,
,,0.057764738578537776,0.05444669049975091,0.000856046925810897,0.0007955301980191835,2048,512,31,,
,,0.040461896730168805,0.036911267633103706,0.0006012396422587489,0.0005424082748762703,2048,512,32,,
,,0.027849931449639265,0.024886576944074697,0.00041118829870259385,0.0003644563809868757,2048,512,33,,
,,0.018440170862242186,0.017121286988058478,0.00026757248815955194,0.00024214661062122296,2048,512,34,,
,,0.012613675243114447,0.01147520613893767,0.00018324866599569718,0.0001611004039450495,2048,512,35,,
,,0.00849268741190582,0.007575152863815208,0.00012387565401608545,0.00010779179361614569,2048,512,36,,
,,0.005568810114664249,0.005216034521041629,8.190032695405434e-05,7.529286288003797e-05,2048,512,37,,
,,0.00370148802761821,0.003194496569728017,5.458609530563511e-05,4.7179862445336206e-05,2048,512,38,,
,,0.0022324633783697857,0.0019474536356522709,3.2583758013996464e-05,2.8400869081029926e-05,2048,512,39,,
,,0.0013700721804673298,0.001244677161409013,2.015356007875236e-05,1.8094554356849606e-05,2048,512,40,,
,,0.0007993842340114905,0.0006776772006062685,1.1929728907168482e-05,1.0358984351375162e-05,2048,512,41,,
,,0.0005021265446318152,0.0004125867391870591,7.430228233957164e-06,6.211677760113491e-06,2048,512,42,,
,,0.0003137754735371448,0.00028038174127892535,4.677657672911287e-06,4.1834727415017425e-06,2048,512,43,,
,,0.00017037008488319692,0.00012945218416266036,2.521113766237484e-06,2.0150285181556013e-06,2048,512,44,,
,,0.00010272789114228066,7.965563950985654e-05,1.510858420580635e-06,1.1934726089051543e-06,2048,512,45,,
,,6.537672288552164e-05,4.538151791971087e-05,9.728635652099197e-07,7.095343415138952e-07,2048,512,46,,
,,4.559586802052571e-05,2.9000819070571862e-05,6.751358947088421e-07,4.4872471632289083e-07,2048,512,47,,
,,2.8985580180422945e-05,1.685529293339412e-05,4.352558347437728e-07,2.76794128615318e-07,2048,512,48,,
,,2.0621921052563826e-05,1.1748418090053377e-05,3.0741077885338245e-07,1.9640979066850257e-07,2048,512,49,,
,,1.5327106328562753e-05,8.698970781700822e-06,2.380818116577839e-07,1.5249288518010509e-07,2048,512,50,,
